id,spend
562,838
563,30
564,382
565,276
566,76
567,99
568,83
569,28
570,6540
571,296
572,24452
573,255
574,1750
575,663
576,152
577,3808
578,1608
579,540
580,1059
581,827
582,157
583,173
584,2214
585,236
586,1017
587,31
588,171
589,27
590,488
591,26
592,429
593,6833
594,3740
595,3800
596,131
597,690
598,3117
599,131
600,7058
601,220
602,38
603,34
604,848
605,2227
606,136
607,603
608,13420
609,8764
610,662
611,79
612,1622
613,737
614,402
615,29016
616,460
617,401
618,21238
619,4735
620,4517
621,590
622,135
623,50
624,1419
625,402
626,213
627,6299
628,72
629,1896
630,895
631,538
632,466
633,150
634,965
635,10
636,1153
637,744
638,397
639,122
640,676
641,67
642,1592
643,7234
644,348
645,1330
646,3871
647,1404
648,64
649,10796
650,82
651,172
652,1278
653,386
654,1227
655,1767
656,409
657,34
658,183
659,1275
660,13
661,4919
662,168
663,264
664,4614
665,11
666,480
667,2905
668,1995
669,719
670,1426
671,612
672,912
673,3864
674,1031
675,30
676,629
677,228
678,23
679,1804
680,2550
681,285
682,599
683,6
684,1684
685,592
686,175
687,180
688,48
689,2535
690,1985
691,350
692,18632
693,591
694,18
695,7637
696,679
697,2820
698,8629
699,369
700,90
701,815
702,18
703,1268
704,8825
705,310
706,42586
707,1192
708,337
709,4358
710,366
711,121
712,672
713,1619
714,1275
715,1769
716,104
717,626
718,2979
719,73
720,296
721,149
722,229
723,890
724,301
725,119
726,7172
727,180
728,1714
729,5139
730,155
731,1193
732,288
733,382
734,277
735,673
736,1616
737,10312
738,32
739,282
740,4343
741,2811
742,2087
743,135
744,29
745,2074
746,73
747,4167
748,532
749,1987
750,68
751,1626
752,593
753,631
754,3784
755,345
756,185
757,202
758,260
759,2578
760,30
761,28
762,160
763,31
764,1725
765,20
766,847
767,1247
768,507
769,5888
770,77
771,105
772,848
773,70
774,42
775,6248
776,801
777,180
778,95
779,3210
780,1074
781,1168
782,1268
783,2579
784,23
785,3890
786,27
787,256
788,1043
789,3057
790,628
791,10588
792,62
793,200
794,403
795,40
796,7072
797,131
798,900
799,188
800,2391
801,1581
802,979
803,18210
804,50
805,25
806,3615
807,1910
808,399
809,68
810,589
811,460
812,218
813,46
814,501
815,346
816,91499
817,3010
818,3217
819,2127
820,532
821,191
822,2568
823,170
824,4180
825,340
826,317
827,808
828,173
829,560
830,107
831,1164
832,868
833,1803
834,1420
835,47
836,48
837,1332
838,2545
839,245
840,200
841,192
842,1505
843,10
844,627
845,405
846,214
847,5254
848,2756
849,317
850,385
851,23
852,26
853,404
854,347
855,2860
856,327
857,191
858,4726
859,336
860,34294
861,2826
862,308
863,63
864,2116
865,761
866,1185
867,586
868,1432
869,2663
870,594
871,145
872,248
873,2950
874,14
875,265
876,140
877,20
878,221
879,4557
880,31
881,2831
882,47
883,22
884,1064
885,2048
886,476
887,3015
888,5540
889,104
890,17743
891,2567
892,30
893,208
894,3849
895,96
896,777
897,871
898,244
899,1823
900,14713
901,1071
902,4337
903,1060
904,515
905,3055
906,9643
907,1220
908,11905
909,476
910,1109
911,224
912,308
913,2775
914,2464
915,722
916,792
917,1212
918,28
919,2696
920,753
921,45
922,142
923,69
924,38
925,222
926,767
927,506
928,298
929,342
930,1945
931,464
932,534
933,186
934,274
935,699
936,238
937,200
938,787
939,284
940,4113
941,323
942,645
943,1139
944,116
945,1701
946,293
947,1459
948,7399
949,1029
950,526
951,97
952,2464
953,3404
954,886
955,1618
956,238
957,10
958,112
959,877
960,3919
961,37
962,795
963,480
964,528
965,183
966,3580
967,286
968,27
969,1302
970,746
971,3336
972,3505
973,441
974,116
975,438
976,65
977,1950
978,1671
979,2422
980,2996
981,2908
982,624
983,350
984,12
985,181
986,216
987,208
988,324
989,1609
990,888
991,566
992,780
993,3224
994,237
995,1075
996,602
997,20
998,978
999,18
1000,834
1001,659
1002,2686
1003,438
1004,369
1005,4224
1006,651
1007,2316
1008,2200
1009,425
1010,619
1011,144
1012,136
1013,1820
1014,179
1015,691
1016,66
1017,435
1018,75
1019,314
1020,16
1021,40
1022,1084
1023,132
1024,38
1025,100
1026,1371
1027,5577
1028,134
1029,40
1030,984
1031,18
1032,681
1033,472
1034,767
1035,3044
1036,3484
1037,6317
1038,331
1039,715
1040,1240
1041,2358
1042,1673
1043,1743
1044,104
1045,1382
1046,117
1047,360
1048,491
1049,69
1050,270
1051,90
1052,3233
1053,2115
1054,2042
1055,3377
1056,1321
1057,72
1058,193
1059,914
1060,97
1061,842
1062,9626
1063,2149
1064,354
1065,925
1066,18
1067,1273
1068,668
1069,230
1070,16
1071,340
1072,9728
1073,141
1074,36
1075,2049
1076,176
1077,1494
1078,1528
1079,482
1080,978
1081,1024
1082,398
1083,192
1084,598
1085,166
1086,3381
1087,64
1088,1186
1089,76
1090,4122
1091,340
1092,1285
1093,274
1094,3832
1095,474
1096,232
1097,373
1098,2249
1099,57
1100,457
1101,1684
1102,1673
1103,51
1104,377
1105,4865
1106,44
1107,2078
1108,741
1109,5766
1110,6408
1111,170
1112,526
1113,2247
1114,295
1115,51
1116,2895
1117,1432
1118,47655
1119,295
1120,128
1121,3085
1122,28117
1123,2559
1124,735
1125,435
1126,4574
1127,439
1128,121
1129,51
1130,180
1131,48
1132,390
1133,40
1134,1525
1135,2215
1136,722
1137,74
1138,80
1139,58
1140,59
1141,1647
1142,1243
1143,60
1144,201
1145,2008
1146,516
1147,58
1148,436
1149,204
1150,30
1151,659
1152,3042
1153,79
1154,210
1155,563
1156,15274
1157,193
1158,7725
1159,139
1160,2113
1161,3268
1162,2042
1163,2754
1164,99
1165,163
1166,3009
1167,1382
1168,666
1169,156
1170,45
1171,1106
1172,3064
1173,223
1174,1792
1175,1422
1176,3759
1177,127878
1178,389
1179,4002
1180,1850
1181,135
1182,399
1183,47
1184,1601
1185,2236
1186,47
1187,2120
1188,1526
1189,72
1190,573
1191,208
1192,4592
1193,115
1194,2416
1195,180
1196,2402
1197,6801
1198,62
1199,17014
1200,2524
1201,47630
1202,110
1203,733
1204,1404
1205,1835
1206,125
1207,482
1208,86
1209,1537
1210,3323
1211,375
1212,2170
1213,1321
1214,1012
1215,12
1216,2105
1217,764
1218,288
1219,396
1220,364
1221,388
1222,3021
1223,89
1224,434
1225,1350
1226,10509
1227,138
1228,42788
1229,668
1230,48
1231,431
1232,2151
1233,250
1234,536
1235,160
1236,543
1237,1031
1238,204
1239,456
1240,874
1241,729
1242,211
1243,433
1244,671
1245,704
1246,19318
1247,366
1248,1417
1249,87
1250,896
1251,108
1252,10
1253,464
1254,1369
1255,2211
1256,415
1257,4622
1258,2502
1259,42
1260,3622
1261,223
1262,337
1263,1783
1264,2846
1265,19891
1266,2161
1267,1647
1268,205
1269,245
1270,920
1271,18
1272,207
1273,8185
1274,387
1275,111
1276,1156
1277,214
1278,11874
1279,3896
1280,275
1281,686
1282,484
1283,1379
1284,3317
1285,224
1286,303
1287,1151
1288,1494
1289,641
1290,1163
1291,722
1292,239
1293,137
1294,243
1295,1361
1296,569
1297,177
1298,583
1299,1148
1300,570
1301,2973
1302,995
1303,258
1304,84
1305,1617
1306,20
1307,129
1308,2796
1309,30
1310,214
1311,427
1312,71
1313,105
1314,234
1315,2275
1316,9026
1317,190
1318,475
1319,995
1320,722
1321,490
1322,249
1323,596
1324,272
1325,10963
1326,10229
1327,5037
1328,10509
1329,801
1330,12805
1331,1596
1332,1368
1333,51
1334,2384
1335,304
1336,1584
1337,1931
1338,1220
1339,79
1340,2218
1341,1418
1342,71
1343,120
1344,564
1345,355
1346,349
1347,4838
1348,284
1349,73
1350,978
1351,368
1352,80
1353,1171
1354,366
1355,2902
1356,411
1357,657
1358,218
1359,6132
1360,1168
1361,17
1362,125
1363,153
1364,8822
1365,3039
1366,5355
1367,774
1368,834
1369,1132
1370,973
1371,47
1372,248
1373,10984
1374,853
1375,700
1376,96
1377,222
1378,874
1379,216
1380,364
1381,223
1382,4143
1383,13
1384,218
1385,19875
1386,1911
1387,134
1388,33
1389,699
1390,866
1391,962
1392,172
1393,146
1394,175
1395,356
1396,478
1397,412
1398,5263
1399,4497
1400,159
1401,150
1402,77
1403,210
1404,194
1405,705
1406,1772
1407,70
1408,42
1409,4662
1410,227
1411,25
1412,347
1413,706
1414,2958
1415,69
1416,148
1417,427
1418,5286
1419,11209
1420,424
1421,3421
1422,1268
1423,99
1424,2250
1425,92
1426,83
1427,180
1428,1552
1429,6384
1430,837
1431,346
1432,763
1433,75
1434,609
1435,253
1436,678
1437,339
1438,165
1439,2310
1440,355
1441,9683
1442,826
1443,998
1444,15006
1445,163
1446,210
1447,1018
1448,31
1449,470
1450,135
1451,77
1452,2482
1453,984
1454,352
1455,2865
1456,470
1457,1199
1458,2353
1459,293
1460,782
1461,899
1462,1205
1463,2205
1464,2576
1465,1163
1466,250
1467,18
1468,1216
1469,1192
1470,2107
1471,100
1472,238
1473,157
1474,459
1475,3046
1476,578
1477,1002
1478,882
1479,414
1480,79
1481,82
1482,482
1483,1019
1484,6540
1485,491
1486,608
1487,152
1488,97
1489,1068
1490,3859
1491,735
1492,161
1493,4576
1494,741
1495,4588
1496,77
1497,453
1498,363
1499,463
1500,1154
1501,11
1502,185
1503,76
1504,2146
1505,848
1506,758
1507,30
1508,48
1509,442
1510,1586
1511,39
1512,398
1513,4678
1514,1784
1515,721
1516,38
1517,469
1518,15
1519,473
1520,2114
1521,325
1522,53
1523,60
1524,2484
1525,4156
1526,2701
1527,350
1528,541
1529,1632
1530,175
1531,3930
1532,742
1533,522
1534,1845
1535,1772
1536,522
1537,534
1538,1308
1539,313
1540,135
1541,687
1542,27049
1543,84
1544,390
1545,1027
1546,53950
1547,154
1548,9131
1549,614
1550,843
1551,21703
1552,35
1553,253
1554,6682
1555,177
1556,1189
1557,420
1558,352
1559,335
1560,667
1561,436
1562,970
1563,18
1564,442
1565,4553
1566,1399
1567,368
1568,10462
1569,558
1570,3442
1571,80
1572,1356
1573,3174
1574,5864
1575,351
1576,953
1577,2787
1578,53
1579,32
1580,83
1581,15299
1582,366
1583,641
1584,2329
1585,543
1586,2917
1587,85
1588,525
1589,100
1590,1743
1591,1420
1592,23
1593,237
1594,41324
1595,417
1596,1153
1597,349
1598,1587
1599,62
1600,280
1601,2868
1602,552
1603,259
1604,1877
1605,344
1606,374
1607,3954
1608,4622
1609,28
1610,306
1611,76
1612,6235
1613,128
1614,29
1615,722
1616,68
1617,401
1618,16
1619,180
1620,231
1621,329
1622,791
1623,980
1624,819
1625,380
1626,11766
1627,2288
1628,1247
1629,1452
1630,228
1631,543
1632,168
1633,9412
1634,6355
1635,1039
1636,55
1637,1922
1638,30
1639,2648
1640,4944
1641,125
1642,601
1643,20
1644,475
1645,811
1646,525
1647,1004
1648,3279
1649,1808
1650,1914
1651,681
1652,3599
1653,502
1654,96
1655,100
1656,29
1657,147
1658,69
1659,1047
1660,32
1661,371
1662,1606
1663,932
1664,153
1665,21
1666,4295
1667,1609
1668,527
1669,105
1670,360
1671,1478
1672,4968
1673,267
1674,40
1675,189
1676,32
1677,107
1678,3934
1679,469
1680,2101
1681,12
1682,31
1683,462
1684,29
1685,687
1686,837
1687,20930
1688,59
1689,2183
1690,854
1691,753
1692,123
1693,7849
1694,31301
1695,824
1696,217
1697,97
1698,65
1699,471
1700,353
1701,11612
1702,32
1703,512
1704,1642
1705,3390
1706,1028
1707,57
1708,358
1709,7336
1710,65
1711,3906
1712,393
1713,800
1714,2130
1715,1638
1716,1045
1717,9541
1718,766
1719,1976
1720,1313
1721,1552
1722,1423
1723,165
1724,90
1725,10
1726,1139
1727,239
1728,761
1729,3173
1730,1322
1731,9668
1732,64
1733,745
1734,78
1735,516
1736,135
1737,143
1738,288
1739,235
1740,42
1741,1017
1742,120
1743,116
1744,349
1745,350
1746,1341
1747,3821
1748,508
1749,199
1750,319
1751,18
1752,115
1753,460
1754,351
1755,2618
1756,423
1757,567
1758,18
1759,5268
1760,85
1761,690
1762,99
1763,849
1764,75
1765,15867
1766,2645
1767,80
1768,856
1769,374
1770,75
1771,1336
1772,1756
1773,2162
1774,1098
1775,524
1776,208
1777,5433
1778,1761
1779,481
1780,20
1781,3947
1782,406
1783,1634
1784,58
1785,1161
1786,1077
1787,1599
1788,196
1789,5803
1790,4028
1791,171
1792,341
1793,405
1794,866
1795,1238
1796,72
1797,876
1798,408
1799,580
1800,1490
1801,2211
1802,54
1803,1127
1804,38
1805,17
1806,40
1807,204
1808,6888
1809,11671
1810,21799
1811,153
1812,175
1813,539
1814,458
1815,259
1816,572
1817,2876
1818,3083
1819,168
1820,5785
1821,527
1822,1454
1823,174
1824,444
1825,114
1826,247
1827,6094
1828,658
1829,247
1830,676
1831,970
1832,149
1833,456
1834,453
1835,46
1836,12880
1837,662
1838,498
1839,32
1840,6511
1841,831
1842,2580
1843,412
1844,611
1845,376
1846,52
1847,379
1848,47
1849,15993
1850,2352
1851,388
1852,890
1853,33
1854,954
1855,3844
1856,938
1857,517
1858,28
1859,6761
1860,967
1861,2514
1862,37
1863,1160
1864,13902
1865,1042
1866,94
1867,390
1868,442
1869,3908
1870,397
1871,1625
1872,62
1873,55
1874,284
1875,480
1876,2119
1877,108
1878,87
1879,664
1880,128
1881,1122
1882,311
1883,69
1884,1269
1885,47
1886,524
1887,1529
1888,14349
1889,2767
1890,42
1891,229
1892,1189
1893,278
1894,450
1895,285
1896,55
1897,89
1898,2121
1899,329
1900,60
1901,208
1902,1419
1903,122
1904,144
1905,11892
1906,593
1907,707
1908,339
1909,340
1910,32021
1911,1608
1912,6054
1913,46
1914,244
1915,15
1916,158
1917,240
1918,551
1919,259
1920,258
1921,1255
1922,1862
1923,283
1924,717
1925,63
1926,100
1927,593
1928,168
1929,235
1930,356
1931,125
1932,1538
1933,96
1934,1242
1935,143
1936,133
1937,397
1938,20
1939,248
1940,4793
1941,447
1942,1761
1943,946
1944,580
1945,51
1946,12772
1947,14665
1948,76
1949,1062
1950,19
1951,597
1952,98
1953,186
1954,7
1955,826
1956,19
1957,1556
1958,657
1959,13283
1960,548
1961,78
1962,9146
1963,481
1964,1793
1965,1258
1966,762
1967,217
1968,350
1969,588
1970,92
1971,547
1972,2810
1973,135
1974,2305
1975,1246
1976,600
1977,1894
1978,55
1979,2277
1980,1927
1981,400
1982,209
1983,1222
1984,1120
1985,302
1986,5636
1987,810
1988,1515
1989,365
1990,104
1991,82
1992,2478
1993,1310
1994,231
1995,96
1996,1061
1997,49
1998,792
1999,16708
2000,1176
2001,311
2002,3115
2003,2500
2004,2425
2005,1347
2006,54
2007,84
2008,490
2009,35
2010,848
2011,182
2012,680
2013,722
2014,289
2015,749
2016,2424
2017,2727
2018,901
2019,570
2020,14
2021,566
2022,330
2023,2513
2024,26
2025,24
2026,58
2027,50
2028,4974
2029,130
2030,8701
2031,4759
2032,21718
2033,1748
2034,1351
2035,32
2036,17
2037,47197
2038,114
2039,96
2040,1101
2041,620
2042,68
2043,181
2044,1292
2045,4535
2046,1677
2047,385
2048,1262
2049,491
2050,138
2051,7753
2052,17
2053,1005
2054,280
2055,319
2056,129
2057,28885
2058,458
2059,71
2060,1106
2061,573
2062,212
2063,19238
2064,117
2065,1018
2066,2799
2067,1160
2068,236
2069,48
2070,46
2071,3
2072,325
2073,1014
2074,1094
2075,90
2076,2169
2077,380
2078,145
2079,971
2080,63
2081,50
2082,1104
2083,15
2084,1372
2085,99
2086,12
2087,312
2088,232
2089,337
2090,11073
2091,1642
2092,376
2093,1121
2094,2205
2095,68
2096,519
2097,124
2098,50
2099,29
2100,3450
2101,1482
2102,259
2103,1142
2104,138
2105,13
2106,121
2107,1185
2108,1078
2109,7441
2110,2711
2111,456
2112,2040
2113,218
2114,3251
2115,3485
2116,5016
2117,2129
2118,389
2119,196
2120,3345
2121,58
2122,52
2123,371
2124,17637
2125,1923
2126,14273
2127,3568
2128,8638
2129,1299
2130,848
2131,485
2132,227
2133,2541
2134,453
2135,17
2136,6338
2137,3665
2138,115
2139,90
2140,756
2141,183
2142,1179
2143,99
2144,167
2145,3248
2146,1795
2147,155
2148,629
2149,1352
2150,1871
2151,337
2152,142
2153,1848
2154,221
2155,1025
2156,18
2157,1609
2158,701
2159,500
2160,42
2161,471
2162,30
2163,222
2164,43
2165,365
2166,167
2167,2155
2168,29
2169,797
2170,39
2171,34
2172,1725
2173,107
2174,375
2175,933
2176,1878
2177,18
2178,540
2179,234
2180,579
2181,46
2182,1433
2183,525
2184,817
2185,271
2186,739
2187,1234
2188,822
2189,187
2190,594
2191,1836
2192,87
2193,550
2194,61
2195,2316
2196,65
2197,132
2198,4895
2199,22
2200,347
2201,1763
2202,350
2203,244
2204,203
2205,6803
2206,45
2207,254
2208,684
2209,25
2210,650
2211,3293
2212,36
2213,668
2214,597
2215,1282
2216,1670
2217,238
2218,416
2219,3326
2220,2049
2221,655
2222,112
2223,765
2224,22
2225,812
2226,5280
2227,1289
2228,5843
2229,349
2230,5564
2231,714
2232,1974
2233,337
2234,251
2235,42
2236,478
2237,98
2238,148
2239,934
2240,268
2241,3639
2242,434
2243,4704
2244,4733
2245,342
2246,47
2247,2540
2248,100745
2249,460
2250,921
2251,910
2252,113
2253,560
2254,7993
2255,550
2256,1055
2257,427
2258,568
2259,1016
2260,2870
2261,1491
2262,39
2263,718
2264,4567
2265,17029
2266,38
2267,40
2268,296
2269,160
2270,2239
2271,423
2272,1368
2273,12
2274,1128
2275,27
2276,1358
2277,174
2278,3021
2279,329
2280,313
2281,2011
2282,2481
2283,865
2284,111
2285,66
2286,278
2287,1126
2288,1033
2289,343
2290,18
2291,270
2292,296
2293,496
2294,1615
2295,3000
2296,11
2297,1718
2298,2785
2299,570
2300,1017
2301,226
2302,1956
2303,2887
2304,965
2305,40
2306,939
2307,75
2308,872
2309,2427
2310,2152
2311,511
2312,1298
2313,1132
2314,932
2315,941
2316,1366
2317,231
2318,922
2319,468
2320,1881
2321,412
2322,3489
2323,1508
2324,532
2325,7574
2326,1311
2327,68
2328,2115
2329,5108
2330,20
2331,2196
2332,350
2333,363
2334,23
2335,670
2336,2636
2337,499
2338,1158
2339,9457
2340,49
2341,60
2342,5142
2343,1273
2344,3827
2345,71
2346,596
2347,30
2348,396
2349,144
2350,341
2351,16
2352,227
2353,2026
2354,282
2355,439
2356,14
2357,866
2358,566
2359,193
2360,12528
2361,887
2362,1089
2363,94
2364,1523
2365,58
2366,376
2367,378
2368,2018
2369,592
2370,183
2371,1460
2372,815
2373,599
2374,259
2375,922
2376,1253
2377,370
2378,677
2379,47
2380,105
2381,39
2382,415
2383,567
2384,594
2385,82
2386,43
2387,634
2388,202
2389,71
2390,61
2391,2055
2392,59
2393,65
2394,92
2395,5912
2396,106
2397,738
2398,374
2399,56
2400,61
2401,55
2402,1286
2403,1971
2404,1665
2405,370
2406,11595
2407,892
2408,812
2409,478
2410,7590
2411,44
2412,262
2413,3259
2414,441
2415,6038
2416,1237
2417,577
2418,2056
2419,1617
2420,1832
2421,5684
2422,750
2423,24
2424,265
2425,451
2426,125
2427,1481
2428,6
2429,634
2430,329
2431,6947
2432,542
2433,1255
2434,5149
2435,280
2436,750
2437,64
2438,213
2439,1020
2440,676
2441,330
2442,227
2443,345
2444,467
2445,624
2446,228
2447,7819
2448,5837
2449,205
2450,81
2451,60
2452,320
2453,186
2454,520
2455,337
2456,106
2457,921
2458,935
2459,36
2460,325
2461,199
2462,52
2463,824
2464,4090
2465,280
2466,30
2467,224
2468,586
2469,808
2470,63
2471,1256
2472,575
2473,186
2474,2245
2475,2670
2476,333
2477,647
2478,52
2479,25
2480,2248
2481,284
2482,158
2483,2016
2484,953
2485,1206
2486,125
2487,2785
2488,81
2489,1568
2490,349
2491,161
2492,3069
2493,718
2494,676
2495,761
2496,879
2497,226
2498,183
2499,54
2500,36
2501,599
2502,2836
2503,1263
2504,5366
2505,588
2506,912
2507,1036
2508,2556
2509,390
2510,3858
2511,564
2512,1109
2513,154
2514,8451
2515,475
2516,2297
2517,850
2518,3203
2519,2588
2520,700
2521,101
2522,302
2523,1295
2524,5887
2525,3346
2526,250
2527,828
2528,296
2529,8646
2530,544
2531,196
2532,299
2533,25
2534,34
2535,4759
2536,491
2537,2186
2538,638
2539,4508
2540,189
2541,415
2542,255
2543,4505
2544,224
2545,387
2546,740
2547,398
2548,400
2549,372
2550,249
2551,264
2552,431
2553,152
2554,10
2555,111
2556,293
2557,254
2558,280
2559,130
2560,1155
2561,81581
2562,539
2563,130
2564,275
2565,143
2566,132
2567,718
2568,1042
2569,516
2570,47
2571,1435
2572,1172
2573,7179
2574,74
2575,275
2576,112
2577,94
2578,12139
2579,275
2580,132
2581,212
2582,296
2583,7859
2584,460
2585,66
2586,2835
2587,31
2588,933
2589,2189
2590,37461
2591,752
2592,821
2593,129
2594,72
2595,915
2596,694
2597,5130
2598,86
2599,654
2600,3778
2601,198
2602,504
2603,2257
2604,328
2605,890
2606,1766
2607,607
2608,459
2609,2364
2610,12
2611,428
2612,8809
2613,682
2614,558
2615,279
2616,1189
2617,413
2618,701
2619,1974
2620,1079
2621,108
2622,2476
2623,1142
2624,30
2625,236
2626,130
2627,674
2628,309
2629,398
2630,2385
2631,147
2632,220
2633,93
2634,373
2635,332
2636,25
2637,1519
2638,458
2639,62
2640,27
2641,1025
2642,15848
2643,398
2644,966
2645,312
2646,242
2647,34
2648,257
2649,35
2650,128
2651,2742
2652,238
2653,16995
2654,21
2655,477
2656,318
2657,48
2658,432
2659,1658
2660,516
2661,119
2662,678
2663,461
2664,118
2665,91
2666,242
2667,732
2668,1349
2669,69
2670,550
2671,662
2672,1824
2673,398
2674,2326
2675,90
2676,3366
2677,259
2678,3885
2679,484
2680,67
2681,17
2682,530
2683,1133
2684,275
2685,1355
2686,1742
2687,359
2688,387
2689,741
2690,363
2691,2818
2692,3607
2693,31
2694,349
2695,488
2696,324
2697,722
2698,65
2699,1446
2700,617
2701,6019
2702,1791
2703,231
2704,530
2705,2524
2706,336
2707,166
2708,6090
2709,637
2710,47
2711,49
2712,522
2713,108
2714,574
2715,1406
2716,194
2717,121
2718,1112
2719,266
2720,213
2721,297
2722,312
2723,243
2724,851
2725,6684
2726,1051
2727,40
2728,16071
2729,1405
2730,4418
2731,4646
2732,2905
2733,1889
2734,56
2735,25
2736,689
2737,5037
2738,255
2739,675
2740,3726
2741,16
2742,594
2743,96
2744,14621
2745,1124
2746,3465
2747,27
2748,1378
2749,393
2750,90
2751,30
2752,592
2753,219
2754,1298
2755,63
2756,1504
2757,467
2758,5827
2759,48
2760,1388
2761,4798
2762,324
2763,447
2764,1502
2765,458
2766,539
2767,4416
2768,5481
2769,671
2770,253
2771,3000
2772,62444
2773,2812
2774,1414
2775,553
2776,4730
2777,76
2778,858
2779,160
2780,6775
2781,2582
2782,59
2783,120
2784,13974
2785,765
2786,1360
2787,1058
2788,61
2789,627
2790,10399
2791,1053
2792,915
2793,1870
2794,17339
2795,42
2796,178
2797,226
2798,695
2799,221
2800,622
